Export mixte par bloc (séparations-données-durées);;;;;
Du 27/02/2025 06:00 au 28/02/2025 06:00;;;;;
Type machine : MTI PF_SOLYSTIC TAE;;;;;
;;;;;
;;;;;
N°bloc;;;;;
66441740634196;D19;1;28410_BOIS D ARCY PIC_RDSL DIRCT;TRI DEFINITIF;INDETERMINE
66441740634196;D20;574;TPD-_ST BREVIN 1;A RETRIER;INDETERMINE
66441740634196;D21;699;TPD-_ANCENIS 1;A RETRIER;INDETERMINE
66441740634196;D22;814;TPD-_ANCENIS 2;A RETRIER;INDETERMINE
66441740634196;D23;536;TPD-_ST BREVIN 4;A RETRIER;INDETERMINE
66441740634196;D24;3936;REPRISE VERS 1-78801;A RETRIER;INDETERMINE
66441740634196;D25;832;TPD-_POUZAUGES 1;A RETRIER;INDETERMINE
66441740634196;D26;773;TPD-_POUZAUGES 2;A RETRIER;INDETERMINE
66441740634196;D27;3;INDETERMINE;A RECYCLER;INDETERMINE
66441740634196;D28;430;37300__DEST ALLIAG OU  P-ALLIAGE;TRI DEFINITIF;INDETERMINE
66441740634196;D29;1;37300__DEST ALL PREM TAE-ALLIAGE;REJETS MANUELS;INDETERMINE
66441740634196;D30;1;INDETERMINE;A RECYCLER;INDETERMINE
66441740634196;D31;3095;REPRISE VERS 1-78201;A RETRIER;INDETERMINE
66441740634196;D32;1179;TPD-_CHALLANS 1;A RETRIER;INDETERMINE
66441740634196;D33;1366;TPD-_CHALLANS 2;A RETRIER;INDETERMINE
66441740634196;D34;487;TPD-_CHALLANS 3;A RETRIER;INDETERMINE
66441740634196;D35;2;00_REPRISE VERS 61001_85-1;A RETRIER;INDETERMINE
66441740634196;D36;0;00_REPRISE VERS 61001_85-2;A RETRIER;INDETERMINE
66441740634196;D37;944;TPD-_LA BAULE 1;A RETRIER;INDETERMINE
66441740634196;D38;3938;REPRISE VERS 1-78701;A RETRIER;INDETERMINE
66441740634196;D39;760;TPD-_LES HERBIERS 1;A RETRIER;INDETERMINE
66441740634196;D40;860;TPD-_GUERANDE 1;A RETRIER;INDETERMINE
66441740634196;D41;513;TPD-_BOUGUENAIS 1;A RETRIER;INDETERMINE
66441740634196;D42;479;TPD-_BOUGUENAIS 2;A RETRIER;INDETERMINE
66441740634196;D43;6;INDETERMINE;A RECYCLER;INDETERMINE
66441740634196;D44;4700;REPRISE VERS 1-78301;A RETRIER;INDETERMINE
66441740634196;D45;0;INDETERMINE;A RECYCLER;INDETERMINE
66441740634196;D46;426;TPD-_NANTES SUD 1;A RETRIER;INDETERMINE
66441740634196;D47;557;TPD-_NANTES SUD 2;A RETRIER;INDETERMINE
66441740634196;D48;3640;REPRISE VERS 1-78101;A RETRIER;INDETERMINE
66441740634196;D49;413;TPD-_STE PAZANNE TAT 1;A RETRIER;INDETERMINE
66441740634196;D50;701;TPD-_HERBIGNAC TAT 1;A RETRIER;INDETERMINE
66441740634196;D51;597;TPD-_VERTOU TAT 1;A RETRIER;INDETERMINE
66441740634196;D52;2072;TPD-_SAVENAY TAT 1;A RETRIER;INDETERMINE
66441740634196;D53;1131;TPD-_VERTOU TAT 3;A RETRIER;INDETERMINE
66441740634196;D54;0;INDETERMINE;A RECYCLER;INDETERMINE
66441740634196;D55;510;00_REPRISE VERS_POUR 26009-26010;A RETRIER;INDETERMINE
66441740634196;D56;0;00_REPRISE VERS_POUR 26009-26010;A RETRIER;INDETERMINE
66441740634196;D57;1114;TPD-_ORVAULT TAT 1;A RETRIER;INDETERMINE
66441740634196;D58;1206;TPD-_CHATEAUBRIANT TAT 1;A RETRIER;INDETERMINE
66441740634196;D59;0;INDETERMINE;A RECYCLER;INDETERMINE
66441740634196;D60;1;00_REPRISE VERS 61001_44-1;A RETRIER;INDETERMINE
66441740634196;D61;2;00_REPRISE VERS 61001_44-2;A RETRIER;INDETERMINE
66441740634196;D62;6;44_OS SANS CAB_OS SANS CAB;A RETRIER;INDETERMINE
66441740634196;D63;5603;REPRISE VERS 1-75001;A RETRIER;INDETERMINE
66441740634196;D64;810;INDETERMINE;A RECYCLER;INDETERMINE
;Libellé donnée/duree;Valeur;Info comp.; ;
66441740634196;A RECYCLER;0; ; ;
66441740634196;A RETRIER;117763; ; ;
66441740634196;INTERVALLE MOYEN ENTRE PLI;133; ; ;
66441740634196;LONGUEUR MOYENNE PLIS;225; ; ;
66441740634196;NOMBRE CODES ACHE URA;0; ; ;
66441740634196;NOMBRE CODES ACHE URV;0; ; ;
66441740634196;NOMBRE CODES ACHE+DISTRI URA;120024; ; ;
66441740634196;NOMBRE CODES ACHE+DISTRI URV;0; ; ;
66441740634196;NOMBRE CODES DACTYLO URA;120062; ; ;
66441740634196;NOMBRE CODES MANUSCRITS;0; ; ;
66441740634196;NOMBRE CODES PARTIEL DISTRI URA;0; ; ;
66441740634196;NOMBRE CODES PARTIELS ACHE URA;0; ; ;
66441740634196;NOMBRE DEMANDE INDEXATION ACHE;91; ; ;
66441740634196;NOMBRE DEMANDE INDEXATION ACHE+CHRONO;378; ; ;
66441740634196;NOMBRE DEMANDE INDEXATION ACHE+DIS;0; ; ;
66441740634196;NOMBRE DEMANDE INDEXATION CHRONO;104; ; ;
66441740634196;NOMBRE DEMANDE INDEXATION DIS;0; ; ;
66441740634196;NOMBRE LETTRES NON TRIEES;121; ; ;
66441740634196;NOMBRE LU ACHE+DISTRI TL BLANC;585; ; ;
66441740634196;NOMBRE LUS ACHE TL;0; ; ;
66441740634196;NOMBRE LUS ACHE+CHRONO TL;118696; ; ;
66441740634196;NOMBRE LUS ACHE+DISTRI TL;0; ; ;
66441740634196;NOMBRE LUS CHRONO TL;145; ; ;
66441740634196;NOMBRE OBJETS CODE ACHE+DISTRI URV LIGNE;0; ; ;
66441740634196;NOMBRE OBJETS CODES ACHE URV LIGNE;0; ; ;
66441740634196;NOMBRE OBJETS DEPILES;121846; ; ;
66441740634196;NOMBRE OBJETS SOUMIS DPM;121013; ; ;
66441740634196;NOMBRE OBJETS SOUMIS UAIV;0; ; ;
66441740634196;NOMBRE OBJETS SOUMIS URV LIGNE;0; ; ;
66441740634196;NOMBRE OBJETS SURINDEXE;0; ; ;
66441740634196;NOMBRE OBJETS TRIES SANCTION TL;0; ; ;
66441740634196;NOMBRE OBJETS TRIES SANCTION URA;117294; ; ;
66441740634196;NOMBRE OBJETS TRIES SANCTION URV;0; ; ;
